sentence_num,token,tag
665,68,CD
665,dolar,NN
665,AS,NNP
665,per,IN
665,barel,NND
665,inflasi,NN
665,"6,26",CD
665,persen,CD
665,",",Z
665,harga,NN
665,minyak,NN
665,70,CD
665,dolar,NN
665,AS,NNP
665,inflasi,NN
665,"6,3",CD
665,persen,CD
665,.,Z
666,Kemudian,CC
666,bila,SC
666,harga,NN
666,minyak,NN
666,75,CD
666,dolar,NN
666,AS,NNP
666,per,IN
666,barel,NND
666,akan,MD
666,terjadi,VB
666,inflasi,NN
666,"6,4",CD
666,persen,CD
666,",",Z
666,harga,NN
666,minyak,NN
666,80,CD
666,dolar,NN
666,AS,NNP
666,per,IN
666,barel,NND
666,inflasi,NN
666,"6,5",CD
666,persen,CD
666,",",Z
666,harga,NN
666,minyak,NN
666,85,CD
666,dolar,NN
666,AS,NNP
666,inflasi,NN
666,"6,6",CD
666,persen,CD
666,harga,NN
666,minyak,NN
666,"6,6",CD
666,persen,CD
666,harga,NN
666,minyak,NN
666,"6,7",CD
666,persen,CD
666,dan,CC
666,harga,NN
666,minyak,NN
666,95,CD
666,dolar,NN
666,AS,NNP
666,per,IN
666,barel,NND
666,inflasi,NN
666,"6,8",CD
666,persen,CD
666,.,Z
667,Perusahaan,NN
667,perkebunan,NN
667,PT,NNP
667,Bakrie,NNP
667,Sumatra,NNP
667,Plantation,NNP
667,Tbk,NNP
667,UNSP,NNP
667,menyatakan,VB
667,perolehan,NN
667,laba bersih,NN
667,-nya,PRP
667,dalam,IN
667,sembilan,CD
667,bulan,NN
667,pertama,OD
667,yang,SC
667,berakhir,VB
667,30,CD
667,September,NNP
667,2007,CD
667,",",Z
667,turun,VB
667,"6,0",CD
667,persen,CD
667,menjadi,VB
667,Rp,SYM
667,"136,14",CD
667,miliar,CD
667,dari,IN
667,Rp,SYM
667,"144,88",CD
667,miliar,CD
667,pada,IN
667,periode,NN
667,yang,SC
667,sama,JJ
667,tahun,NN
667,lalu,CC
667,.,Z
668,Sementara,CC
668,penjualan,NN
668,bersih,JJ
668,-nya,PRP
668,sendiri,PRP
668,dalam,IN
668,periode,NN
668,tersebut,PR
668,masih,MD
668,meningkat,VB
668,"39,1",CD
668,persen,CD
668,menjadi,VB
668,Rp,SYM
668,"1,12",CD
668,triliun,CD
668,dan,CC
668,laba,NN
668,usaha,NN
668,-nya,PRP
668,naik,VB
668,"49,8",CD
668,persen,CD
668,menjadi,VB
668,Rp,SYM
668,"326,54",CD
668,miliar,CD
668,.,Z
669,Beban,NN
669,bunga,NN
669,perseroan,NN
669,melonjak,VB
669,dari,IN
669,periode,NN
669,sembilan,CD
669,bulan,NN
669,pertama,OD
669,tahun,NN
669,lalu,CC
669,yang,SC
669,hanya,RB
669,Rp,SYM
669,"38,76",CD
669,miliar,CD
669,menjadi,VB
669,Rp,SYM
669,"115,24",CD
669,miliar,CD
669,periode,NN
669,sama,JJ
669,tahun,NN
669,ini,PR
669,",",Z
669,sehingga,SC
669,mendorong,VB
669,beban,NN
669,non,RB
669,operasional,JJ
669,perseroan,NN
669,naik,VB
669,menjadi,VB
669,Rp,SYM
669,"126,06",CD
669,miliar,CD
669,dari,IN
669,sebelum,SC
669,-nya,PRP
669,Rp,SYM
669,"7,15",CD
669,miliar,CD
669,.,Z
670,Badan,NNP
670,Pusat,NNP
670,Statistik,NNP
670,BPS,NNP
670,di,IN
670,Jakarta,NNP
670,",",Z
670,Kamis,NNP
670,",",Z
670,mengumumkan,VB
670,bahwa,SC
670,inflasi,NN
670,bulan,NN
670,Oktober,NNP
670,tercatat,VB
670,"0,79",CD
670,persen,CD
670,",",Z
670,sedikit,MD
670,lebih,RB
670,rendah,JJ
670,dibandingkan,VB
670,bulan,NN
670,September,NNP
670,"0,80",CD
670,persen,CD
670,.,Z
671,Dengan,IN
671,demikian,PR
671,inflasi,NN
671,tahun,NN
671,kalender,NN
671,Januari,NNP
671,-,Z
671,Oktober,NNP
671,2007,CD
671,tercatat,VB
671,sebesar,JJ
671,"5,24",CD
671,persen,CD
671,dan,CC
671,inflasi,NN
671,year,FW
671,on,FW
671,year,FW
671,Oktober,NNP
671,2007,CD
671,terhadap,IN
671,Oktober,NNP
671,2006,CD
671,sebesar,JJ
671,"6,88",CD
671,persen,CD
671,.,Z
672,Jadi,SC
672,apakah,WH
672,bisa,MD
672,bertahan,VB
672,di,IN
672,6,CD
672,persen,CD
672,pada,IN
672,akhir,NN
672,Desember,NNP
672,atau,CC
672,lebih,RB
672,dari,IN
672,itu,PR
672,",",Z
672,tergantung,VB
672,pada,IN
672,sisa,NN
672,"0,76",CD
672,persen,CD
672,itu,PR
672,dibagi,VB
672,antara,IN
672,November,NNP
672,dan,CC
672,Desember,NNP
672,.,Z
673,Di,IN
673,November,NNP
673,tahun,NN
673,lalu,CC
673,",",Z
673,inflasi,NN
673,',Z
673,cooling,FW
673,down,FW
673,',Z
673,cuma,RB
673,"0,34",CD
673,persen,CD
673,",",Z
673,tapi,CC
673,kita,PRP
673,kan,RP
673,tidak,NEG
673,bisa,MD
673,memotret,VB
673,yang,SC
673,lalu,CC
673,dan,CC
673,yakin,JJ
673,sekali,RB
673,akan,MD
673,terjadi,VB
673,seperti,IN
673,itu,PR
673,",",Z
673,kata,VB
673,Kepala,NNP
673,BPS,NNP
673,",",Z
673,Rusman,NNP
673,Heriawan,NNP
673,.,Z
674,Pemerintah,NN
674,menargetkan,VB
674,inflasi,NN
674,pada,IN
674,2007,CD
674,",",Z
674,6,CD
674,persen,CD
674,",",Z
674,sementara,CC
674,BI,NNP
674,menargetkan,VB
674,6,CD
674,plus,JJ
674,minus,JJ
674,1,CD
674,persen,CD
674,.,Z
675,Dia,PRP
675,mengingatkan,VB
675,",",Z
675,pada,IN
675,bulan,NN
675,Desember,NNP
675,akan,MD
675,terjadi,VB
675,',Z
675,demand,FW
675,pull,FW
675,inflation,FW
675,',Z
675,karena,SC
675,ada,VB
675,tekanan,NN
675,menjelang,IN
675,Natal,NNP
675,dan,CC
675,Tahun Baru,NNP
675,.,Z
676,Di,IN
676,Desember,NNP
676,2006,CD
676,",",Z
676,inflasi,NN
676,"1,04",CD
676,persen,CD
676,",",Z
676,kata,VB
676,-nya,PRP
676,.,Z
677,Dikatakan,VB
677,-nya,PRP
677,",",Z
677,inflasi,NN
677,terjadi,VB
677,karena,IN
677,adanya,NN
677,kenaikan,NN
677,harga,NN
677,yang,SC
677,ditunjukkan,VB
677,oleh,IN
677,kenaikan,NN
677,indeks,NN
677,pada,IN
677,kelompok,NN
677,barang,NN
677,dan,CC
677,jasa,NN
677,",",Z
677,yaitu,SC
677,kelompok,NN
677,bahan makanan,NN
677,"1,87",CD
677,persen,CD
677,",",Z
677,kelompok,NN
677,makanan,NN
677,jadi,VB
677,",",Z
677,minuman,NN
677,",",Z
677,rokok,NN
677,&,Z
677,tembakau,NN
677,"0,51",CD
677,persen,CD
677,",",Z
677,kelompok,NN
677,perumahan,NN
677,",",Z
677,air,NN
677,",",Z
677,listrik,NN
677,",",Z
677,gas,NN
677,&,Z
677,bahan bakar,NN
677,"0,21",CD
677,persen,CD
677,",",Z
677,kelompok,NN
677,sandang,NN
677,"2,05",CD
677,persen,CD
677,",",Z
677,kelompok,NN
677,kesehatan,NN
677,"0,45",CD
677,persen,CD
677,",",Z
677,kelompok,NN
677,pendidikan,NN
677,",",Z
677,rekreasi,NN
677,dan,CC
677,olahraga,NN
677,"0,21",CD
677,persen,CD
677,",",Z
677,dan,CC
677,kelompok,NN
677,transpor,NN
677,",",Z
677,komunikasi,NN
677,&,Z
677,jasa,NN
677,keuangan,NN
677,"0,47",CD
677,persen,CD
677,.,Z
678,Inflasi,NN
678,komponen,NN
678,inti,NN
678,pada,IN
678,bulan,NN
678,Oktober,NNP
678,2007,CD
678,sebesar,JJ
678,"0,80",CD
678,persen,CD
678,",",Z
678,sedangkan,CC
678,inflasi,NN
678,komponen,NN
678,inti,NN
678,tahun,NN
678,kalender,NN
678,Januari,NNP
678,-,Z
678,Oktober,NNP
678,2007,CD
678,sebesar,JJ
678,"5,12",CD
678,persen,CD
678,",",Z
678,dan,CC
678,inflasi,NN
678,komponen,NN
678,inti,NN
678,year,FW
678,on,FW
678,year,FW
678,Oktober,NNP
678,2007,CD
678,terhadap,IN
678,Oktober,NNP
678,2006,CD
678,sebesar,JJ
678,"6,13",CD
678,persen,CD
678,.,Z
679,Di,IN
679,antara,NN
679,kontributor,NN
679,utama,JJ
679,terhadap,IN
679,penerimaan,NN
679,perseroan,NN
679,",",Z
679,penjualan,NN
679,minyak,NN
679,dan,CC
679,gas,NN
679,meningkat,VB
679,"7,4",CD
679,persen,CD
679,menjadi,VB
679,"436,5",CD
679,juta,CD
679,dolar,NN
679,AS,NNP
679,dan,CC
679,penerimaan,NN
679,dari,IN
679,operasional,NN
679,pengeboran,NN
679,dan,CC
679,jasa,NN
679,terkait,VB
679,naik,VB
679,35,CD
679,persen,CD
679,menjadi,VB
679,"119,27",CD
679,juta,CD
679,dolar,NN
679,.,Z
680,Perolehan,NN
680,laba bersih,NN
680,konsolidasi,NN
680,perusahaan,NN
680,farmasi,NN
680,terbesar,JJ
680,Indonesia,NNP
680,",",Z
680,PT,NNP
680,Kalbe,NNP
680,Farma,NNP
680,Tbk,NNP
680,KLBF,NNP
680,",",Z
680,dalam,IN
680,sembilan,CD
680,bulan,NN
680,pertama,OD
680,tahun,NN
680,ini,PR
680,meningkat,VB
680,12,CD
680,persen,CD
680,dibanding,VB
680,periode,NN
680,sama,JJ
680,tahun,NN
680,lalu,CC
680,",",Z
680,didorong,VB
680,oleh,IN
680,penjualan,NN
680,-nya,PRP
680,yang,SC
680,menguat,VB
680,.,Z
681,Laporan,NN
681,keuangan,NN
681,perseroan,NN
681,periode,NN
681,Januari,NNP
681,-,Z
681,September,NNP
681,2007,CD
681,yang,SC
681,dipublikasikan,VB
681,di,IN
681,Jakarta,NNP
681,",",Z
681,Jumat,NNP
681,",",Z
681,menunjukkan,VB
681,Kalbe,NNP
681,Farma,NNP
681,membukukan,VB
681,laba bersih,NN
681,Rp,SYM
681,"604,53",CD
681,miliar,CD
681,dibanding,VB
681,Rp,SYM
681,"540,44",CD
681,miliar,CD
681,laba,NN
681,yang,SC
681,diperoleh,VB
681,pada,IN
681,periode,NN
681,sama,JJ
681,tahun,NN
681,sebelum,SC
681,-nya,PRP
681,.,Z
682,Kalbe,NNP
682,Farma,NNP
682,mempunyai,VB
682,tiga,CD
682,divisi,NN
682,yakni,SC
682,farmasi,NN
682,",",Z
682,makanan,NN
682,kesehatan,NN
682,serta,CC
682,kemasan,NN
682,dan,CC
682,distribusi,NN
682,.,Z
683,Bisnis,NN
683,farmasi,NN
683,merupakan,VB
683,bisnis,NN
683,inti,NN
683,Kalbe,NNP
683,Farma,NNP
683,karena,SC
683,menyumbang,VB
683,lebih,RB
683,dari,IN
683,70,CD
683,persen,CD
683,kepada,IN
683,pendapatan,NN
683,perseroan,NN
683,.,Z
684,Deputi,NNP
684,Gubernur,NNP
684,Senior,NNP
684,Miranda,NNP
684,S,NNP
684,Goeltom,NNP
684,mengatakan,VB
684,pertumbuhan ekonomi,NN
684,pada,IN
684,2007,CD
684,diperkirakan,VB
684,"6,2",CD
684,persen,CD
684,.,Z
685,Menurut,IN
685,dia,PRP
685,",",Z
685,pihak,NN
685,-nya,PRP
685,memperkirakan,VB
685,pada,IN
685,triwulan,NN
685,III,OD
685,pertumbuhan ekonomi,NN
685,mencapai,VB
685,"6,3",CD
685,persen,CD
685,dan,CC
685,triwulan,NN
685,IV,OD
685,sebesar,JJ
685,"6,4",CD
685,persen,CD
685,.,Z
686,Pertumbuhan,NN
686,tersebut,PR
686,didorong,VB
686,oleh,IN
686,meningkatnya,NN
686,konsumsi,NN
686,serta,CC
686,ekspor,NN
686,",",Z
686,kata,VB
686,-nya,PRP
686,dalam,IN
686,rapat kerja,NN
686,dengan,IN
686,Komisi,NNP
686,XI,NNP
686,bidang,NN
686,keuangan,NN
686,dan,CC
686,perbankan,NN
686,DPR,NNP
686,di,IN
686,Jakarta,NNP
686,",",Z
686,Senin,NNP
686,.,Z
687,Sementara,SC
687,itu,PR
687,",",Z
687,nilai tukar,NN
687,rupiah,NN
687,pada,IN
687,Oktober,NNP
687,2007,CD
687,secara,IN
687,rata-rata,JJ
687,menguat,VB
687,"2,2",CD
687,persen,CD
687,dibandingkan,VB
687,September,NNP
687,atau,CC
687,rata-rata,JJ
687,Rp,SYM
687,9.101,CD
687,per,IN
687,dolar,NN
687,AS,NNP
687,.,Z
688,Hal,NN
688,ini,PR
688,",",Z
688,menurut,IN
688,dia,PRP
688,",",Z
688,karena,IN
688,kuat,JJ
688,-nya,PRP
688,faktor,NN
688,fundamental,JJ
688,ekonomi,NN
688,dan,CC
688,kecenderungan,NN
688,penguatan,NN
688,mata uang,NN
688,global,JJ
688,terhadap,IN
688,dolar,NN
688,AS,NNP
688,.,Z
689,Ini,PR
689,mendorong,VB
689,kenaikan,NN
689,indeks harga,NNP
689,saham,NNP
689,gabungan,NNP
689,IHSG,NNP
689,pada,IN
689,level,NN
689,tertinggi,JJ
689,pada,IN
689,Oktober,NNP
689,2007,CD
689,karena,SC
689,dipicu,VB
689,oleh,IN
689,arus,NN
689,modal,NN
689,masuk,VB
689,",",Z
689,kata,VB
689,-nya,PRP
689,.,Z
690,Pada,IN
690,Akhir,NN
690,Oktober,NNP
690,2007,CD
690,cadangan,NN
690,devisa,NN
690,menurut,IN
690,dia,PRP
690,tercatat,VB
690,"54,2",CD
690,miliar,CD
690,dolar,NN
690,AS,NNP
690,.,Z
691,Sedangkan,CC
691,Inflasi,NN
691,pada,IN
691,Oktober,NNP
691,yang,SC
691,sebesar,JJ
691,"6,88",CD
691,persen,CD
691,atau,CC
691,lebih,RB
691,rendah,JJ
691,dibandingkan,VB
691,September,NNP
691,yaitu,SC
691,"6,95",CD
691,persen,CD
691,menurut,IN
691,dia,PRP
691,karena,IN
691,menurunnya,NN
691,inflasi,NN
691,pada,IN
691,kelompok,NN
691,makanan,NN
691,yang,SC
691,bergejolak,VB
691,volatile,FW
691,food,FW
691,sehubungan,SC
691,dengan,SC
691,berlalunya,NN
691,pola,NN
691,musiman,VB
691,Idul,NNP
691,Fitri,NNP
691,.,Z
692,Menteri,NNP
692,Keuangan,NNP
692,Sri,NNP
692,Mulyani,NNP
692,Indrawati,NNP
692,",",Z
692,Selasa,NNP
692,",",Z
692,mengungkapkan,VB
692,",",Z
692,surplus,NN
692,anggaran,NN
692,hingga,IN
692,31,CD
692,Oktober,NNP
692,2007,CD
692,masih,MD
692,mencapai,VB
692,Rp,SYM
692,"17,6",CD
692,triliun,CD
692,.,Z
693,Menurut,IN
693,Menkeu,NN
693,",",Z
693,dalam,IN
693,rapat kerja,NN
693,dengan,IN
693,Panitia,NN
693,Ad,FW
693,Hoc,FW
693,PAH,NN
693,DPD,NNP
693,di,IN
693,Jakarta,NNP
693,",",Z
693,Selasa,NNP
693,",",Z
693,surplus,NN
693,anggaran,NN
693,ini,PR
693,berasal,VB
693,dari,IN
693,penerimaan,NN
693,negara,NN
693,periode,NN
693,Januari,NNP
693,-,Z
693,Oktober,NNP
693,mencapai,VB
693,Rp,SYM
693,"524,3",CD
693,triliun,CD
693,"75,5",CD
693,persen,CD
693,dari,IN
693,target,NN
693,Anggaran,NN
693,Penerimaan,NN
693,dan,CC
693,Belanja,NN
693,Negara,NN
693,-,Z
693,Perubahan,NN
693,/,Z
693,APBN,NN
693,-,Z
693,P,NN
693,dikurangi,VB
693,belanja,NN
693,negara,NN
693,Rp,SYM
693,"506,6",CD
693,triliun,CD
693,"67,3",CD
693,persen,CD
693,dari,IN
693,APBN,NN
693,-,Z
693,P,NN
693,.,Z
694,Penerimaan,NN
694,pajak,NN
694,sudah,MD
694,mencapai,VB
694,"76,8",CD
694,persen,CD
694,dari,IN
694,target,NN
694,",",Z
694,sedangkan,CC
694,penerimaan,NN
694,negara,NN
694,bukan,NEG
694,pajak,NN
694,PNBP,NN
694,mencapai,VB
694,"73,5",CD
694,persen,CD
694,dari,IN
694,target,NN
694,",",Z
694,kata,VB
694,Menkeu,NN
694,.,Z
695,Ditambahkan,VB
695,-nya,PRP
695,",",Z
695,untuk,IN
695,belanja,NN
695,negara,NN
695,",",Z
695,belanja,NN
695,pemerintah pusat,NN
695,hingga,IN
695,31,CD
695,Oktober,NNP
695,mencapai,VB
695,Rp,SYM
695,"310,1",CD
695,triliun,CD
695,"62,3",CD
695,persen,CD
695,dari,IN
695,APBN,NN
695,-,Z
695,P,NN
695,sedangkan,CC
695,belanja,NN
695,ke,IN
695,daerah,NN
695,Rp,SYM
695,"196,5",CD
695,triliun,CD
695,"77,3",CD
695,persen,CD
695,APBN,NN
695,-,Z
695,P,NN
695,.,Z
696,Perkiraan,NN
696,Realisasi,NN
696,Asumsi,NN
696,APBN,NN
696,-,Z
696,P,NN
696,Dalam,IN
696,kesempatan,NN
696,yang,SC
696,sama,JJ
696,",",Z
696,Menkeu,NN
696,mengungkapkan,VB
696,",",Z
696,inflasi,NN
696,2007,CD
696,diperkirakan,VB
696,akan,MD
696,mencapai,VB
696,"6,5",CD
696,persen,CD
696,dengan,SC
696,pertumbuhan ekonomi,NN
696,"6,3",CD
696,persen,CD
696,.,Z
697,Sementara,CC
697,untuk,IN
697,nilai tukar,NN
697,rupiah,NN
697,rata-rata,JJ
697,Rp,SYM
697,9.125,CD
697,per,IN
697,dolar,NN
697,AS,NNP
697,",",Z
697,Sertifikat,NNP
697,Bank,NNP
697,Indonesia,NNP
697,SBI,NNP
697,tiga,CD
697,bulan,NN
697,"7,95",CD
697,persen,CD
697,",",Z
697,dan,CC
697,lifting,FW
697,minyak,NN
697,910.000,CD
697,barel,NND
697,per,IN
697,hari,NN
697,.,Z
698,Sedangkan,CC
698,cadangan,NN
698,devisa,NN
698,diperkirakan,VB
698,mencapai,VB
698,"56,6",CD
698,miliar,CD
698,dolar,NN
698,AS,NNP
698,dengan,SC
698,transaksi,NN
698,perdagangan,NN
698,ekspor,NN
698,"118,6",CD
698,miliar,CD
698,dolar,NN
698,AS,NNP
698,dan,CC
698,impor,NN
698,"85,6",CD
698,miliar,CD
698,dolar,NN
698,AS,NNP
698,.,Z
699,Menkeu,NN
699,juga,RB
699,mengatakan,VB
699,pertumbuhan ekonomi,NN
699,juga,RB
699,akan,MD
699,didorong,VB
699,oleh,IN
699,pertumbuhan,NN
699,ekspor,NN
699,sekitar,RB
699,8,CD
699,persen,CD
699,",",Z
699,konsumsi,NN
699,rumah tangga,NN
699,5,CD
699,persen,CD
699,dan,CC
699,investasi,NN
699,10,CD
699,persen,CD
699,.,Z
700,Dalam,IN
700,APBN,NN
700,-,Z
700,P,NN
700,2007,CD
700,pemerintah,NN
700,menargetkan,VB
700,pertumbuhan ekonomi,NN
700,"6,3",CD
700,persen,CD
700,",",Z
700,inflasi,NN
700,"6,0",CD
700,persen,CD
700,",",Z
700,nilai tukar,NN
700,Rp,SYM
700,9.050,CD
700,per,IN
700,dolar,NN
700,AS,NNP
700,",",Z
700,SBI,NNP
700,tiga,CD
700,bulan,NN
700,8,CD
700,persen,CD
700,",",Z
700,harga,NN
700,minyak,NN
700,60,CD
700,dolar,NN
700,AS,NNP
700,per,IN
700,barel,NND
700,dan,CC
700,lifting,FW
700,minyak,NN
700,950.000,CD
700,barel,NND
700,per,IN
700,hari,NN
700,.,Z
701,Dengan,IN
701,demikian,PR
701,",",Z
701,lanjut,VB
701,Mulyani,NNP
701,",",Z
701,defisit,NN
701,anggaran,NN
701,diperkirakan,VB
701,akan,MD
701,tetap,RB
701,"1,5",CD
701,persen,CD
701,atau,CC
701,Rp,SYM
701,58,CD
701,triliun,CD
701,dengan,SC
701,penerimaan,NN
701,negara,NN
701,Rp,SYM
701,"722,1",CD
701,triliun,CD
701,atau,CC
701,naik,VB
701,Rp,SYM
701,28,CD
701,triliun,CD
701,dari,IN
701,APBN,NN
701,-,Z
701,P,NN
701,dan,CC
701,belanja,NN
701,negara,NN
701,Rp,SYM
701,"780,3",CD
701,triliun,CD
701,atau,CC
701,naik,VB
701,Rp,SYM
701,"27,9",CD
701,dari,IN
701,APBN,NN
701,-,Z
701,P,NN
701,.,Z
702,Deputi,NNP
702,Gubernur,NNP
702,Senior,NNP
702,BI,NNP
702,",",Z
702,Miranda,NNP
702,Goeltom,NNP
702,memperkirakan,VB
702,cadangan,NN
702,devisa,NN
702,akhir,NN
702,tahun,NN
702,2007,CD
702,mencapai,VB
702,"56,655",CD
702,miliar,CD
702,dolar,NN
702,AS,NNP
702,karena,IN
702,kenaikan,NN
702,harga,NN
702,minyak mentah,NN
702,dunia,NN
702,yang,SC
702,terjadi,VB
702,baru-baru ini,RB
702,.,Z
703,Awal,NN
703,tahun,NN
703,asumsi,NN
703,harga,NN
703,minyak,NN
703,62,CD
703,dolar,NN
703,per,IN
703,barel,NND
703,",",Z
703,cadangan,NN
703,devisa,NN
703,negara,NN
703,mencapai,VB
703,"54,3",CD
703,miliar,CD
703,dolar,NN
703,AS,NNP
703,.,Z
704,Dengan,IN
704,berubahnya,NN
704,rata-rata,NN
704,harga,NN
704,minyak,NN
704,perkiraan,NN
704,BI,NNP
704,sebesar,JJ
704,"69,8",CD
704,dolar,NN
704,AS,NNP
704,per,IN
704,barel,NND
704,",",Z
704,maka,SC
704,cadangan,NN
704,devisa,NN
704,menjadi,VB
704,"56,655",CD
704,miliar,CD
704,dolar,NN
704,AS,NNP
704,",",Z
704,kata,VB
704,-nya,PRP
704,dalam,IN
704,rapat kerja,NN
704,BI,NNP
704,dengan,IN
704,Komisi,NNP
704,XI,NNP
704,DPR,NNP
704,",",Z
704,di,IN
704,Gedung,NNP
704,DPR,NNP
704,",",Z
704,Jakarta,NNP
704,",",Z
704,Selasa,NNP
704,.,Z
705,Menurut,IN
705,dia,PRP
705,",",Z
705,kenaikan,NN
705,harga,NN
705,minyak mentah,NN
705,dunia,NN
705,membuat,VB
705,surplus,NN
705,NPI,NN
705,tahun,NN
705,2007,CD
705,lebih,RB
705,tinggi,JJ
705,dari,IN
705,perkiraan,NN
705,sebelum,SC
705,-nya,PRP
705,.,Z
706,Surplus,NN
706,itu,PR
706,juga,RB
706,diakibatkan,VB
706,kenaikan,NN
706,harga,NN
706,komoditas,NN
706,dan,CC
706,transaksi,NN
706,modal,NN
706,serta,CC
706,finansial,JJ
706,yang,SC
706,diperkirakan,VB
706,berdampak,VB
706,positif,JJ
706,.,Z
707,Selain,IN
707,itu,PR
707,",",Z
707,kenaikan,NN
707,harga,NN
707,minyak mentah,NN
707,dunia,NN
707,juga,RB
707,telah,MD
707,mendorong,VB
707,stabilitas,NN
707,nilai tukar,NN
707,rupiah,NN
707,mengingat,IN
707,pada,IN
707,November,NNP
707,2007,CD
707,rata-rata,NN
707,nilai tukar,NN
707,rupiah,NN
707,Rp,SYM
707,9.107,CD
707,per,IN
707,dolar,NN
707,AS,NNP
707,.,Z
708,Oleh,IN
708,karena,IN
708,itu,PR
708,",",Z
708,rata-rata,NN
708,nilai tukar,NN
708,per,IN
708,dolar,NN
708,AS,NNP
708,pada,IN
708,2007,CD
708,akan,MD
708,berada,VB
708,pada,IN
708,kisaran,NN
708,Rp,SYM
708,9.050,CD
708,hingga,IN
708,Rp,SYM
708,9.125,CD
708,.,Z
709,Namun,CC
709,demikian,PR
709,",",Z
709,BI,NNP
709,mencermati,VB
709,sentimen,NN
709,negatif,JJ
709,yang,SC
709,bisa,MD
709,mempengaruhi,VB
709,perekonomian,NN
709,Indonesia,NNP
709,seperti,IN
709,sentimen,NN
709,ekspektasi,NN
709,terhadap,IN
709,tekanan,NN
709,inflasi,NN
709,menjelang,IN
709,akhir,NN
709,2007,CD
709,.,Z
710,Ekspektasi,NN
710,inflasi,NN
710,sudah,MD
710,terlihat,VB
710,ada,VB
710,sedikit,CD
710,peningkatan,NN
710,",",Z
710,hal,NN
710,itu,PR
710,tercermin,VB
710,dari,IN
710,survei,NN
710,BI,NNP
710,.,Z
711,Ini,PR
711,merupakan,VB
711,indikator,NN
711,yang,SC
711,kita,PRP
711,amati,VB
711,agar,SC
711,tekanan,NN
711,inflasi,NN
711,tidak,NEG
711,berlebihan,JJ
711,",",Z
711,kata,VB
711,-nya,PRP
711,.,Z
712,Sepanjang,IN
712,sepuluh,CD
712,bulan,NN
712,2007,CD
712,penjualan,NN
712,mobil,NN
712,nasional,JJ
712,mencapai,VB
712,349.489,CD
712,unit,NN
712,.,Z
713,Jumlah,NN
713,ini,PR
713,jauh,JJ
713,melampaui,VB
713,penjualan,NN
713,mobil,NN
713,selama,IN
713,2006,CD
713,sebanyak,CD
713,318.904,CD
713,unit,NN
713,.,Z
714,Dari,IN
714,data,NN
714,Gaikindo,NNP
714,yang,SC
714,diterima,VB
714,",",Z
714,Rabu,NNP
714,tercatat,VB
714,penjualan,NN
714,mobil,NN
714,selama,IN
714,Oktober,NNP
714,2007,CD
714,mencapai,VB
714,31.260,CD
714,unit,NN
714,atau,CC
714,turun,VB
714,dibandingkan,VB
714,penjualan,NN
714,September,NNP
714,2007,CD
714,sebanyak,CD
714,41.036,CD
714,unit,NN
714,.,Z
715,Dari,IN
715,total,NN
715,penjualan,NN
715,sepanjang,NN
715,9,CD
715,bulan,NN
715,2007,CD
715,",",Z
715,penjualan,NN
715,mobil,NN
715,untuk,IN
715,produk,NN
715,Astra,NNP
715,Internasional,NNP
715,mencapai,VB
715,179.603,CD
715,unit,NN
715,.,Z
716,Penjualan,NN
716,mobil,NN
716,Astra,NNP
716,ini,PR
716,naik,VB
716,dibandingkan,VB
716,periode,NN
716,sama,JJ
716,sebelum,SC
716,-nya,PRP
716,sebanyak,CD
716,174.827,CD
716,unit,NN
716,.,Z
717,Sementara,CC
717,untuk,IN
717,penjualan,NN
717,mobil,NN
717,non,RB
717,Astra,NNP
717,selama,IN
717,9,CD
717,bulan,NN
717,2007,CD
717,mencapai,VB
717,169.886,CD
717,unit,NN
717,.,Z
718,Penjualan,NN
718,ini,PR
718,lebih,RB
718,besar,JJ
718,dibandingkan,VB
718,periode,NN
718,sama,JJ
718,sebelum,SC
718,-nya,PRP
718,sebanyak,CD
718,144.077,CD
718,unit,NN
718,.,Z
719,PT,NNP
719,Bank,NNP
719,Mandiri,NNP
719,Tbk,NNP
719,memberikan,VB
719,fasilitas,NN
719,kredit,NN
719,kepada,IN
719,PT,NNP
719,Petrokimia,NNP
719,Gresik,NNP
719,PKG,NNP
719,sebesar,JJ
719,Rp,SYM
719,604,CD
719,miliar,CD
719,untuk,SC
719,membiayai,VB
719,pembangunan,NN
719,empat,CD
719,pabrik,NN
719,baru,JJ
719,dalam,IN
719,upaya,NN
719,meningkatkan,VB
719,kapasitas,NN
719,produksi,NN
719,-nya,PRP
719,.,Z
720,Penandatanganan,NN
720,kerja sama,NN
720,fasilitas,NN
720,kredit,NN
720,itu,PR
720,dilaksanakan,VB
720,antara,IN
720,Direktur,NNP
720,Utama,NNP
720,PT,NNP
720,Bank,NNP
720,Mandiri,NNP
720,",",Z
720,Agus,NNP
720,Martowardoyo,NNP
720,dan,CC
720,Direktur,NNP
720,Utama,NNP
720,PT,NNP
720,PKG,NNP
720,Arifin,NNP
720,Tasrif,NNP
720,di,IN
720,Jakarta,NNP
720,",",Z
720,Rabu,NNP
720,.,Z
721,Dana,NN
721,pinjaman,NN
721,yang,SC
721,diperoleh,VB
721,dari,IN
721,Bank,NNP
721,Mandiri,NNP
721,",",Z
721,menurut,IN
721,Agus,NNP
721,Wartowardoyo,NNP
721,untuk,IN
721,keempat,CD
721,pabrik,NN
721,baru,JJ
721,hanya,RB
721,mencapai,VB
721,70,CD
721,persen,CD
721,kebutuhan,NN
721,dana,NN
721,yang,SC
