sentence_num,token,tag
698,",",O
698,dan,O
698,Jubir,B-NOR
698,Presiden,I-NOR
698,Johan,B-PER
698,Budi,I-PER
698,.,O
699,Selain,O
699,mengecam,O
699,keras,O
699,sikap,O
699,AS,B-GPE
699,",",O
699,Jokowi,B-PER
699,juga,O
699,menyatakan,O
699,Indonesia,B-GPE
699,dan,O
699,rakyatnya,O
699,konsisten,O
699,memberi,O
699,dukungannya,O
699,terhadap,O
699,kemerdekaan,O
699,Palestina,B-GPE
699,.,O
700,"""",O
700,Indonesia,B-GPE
700,mengecam,O
700,keras,O
700,pengakuan,O
700,sepihak,O
700,AS,B-GPE
700,terhadap,O
700,Yerusalem,B-GPE
700,sebagai,O
700,ibu,B-GPE
700,kota,I-GPE
700,Israel,I-GPE
700,dan,O
700,meminta,O
700,AS,B-GPE
700,mempertimbangkan,O
700,kembali,O
700,keputusan,O
700,tersebut,O
700,",",O
700,"""",O
700,kata,O
700,Jokowi,B-PER
700,.,O
701,Rabu,B-DAT
701,22,I-DAT
701,November,I-DAT
701,2017,I-DAT
701,",",O
701,10,B-TIM
701,:,I-TIM
701,54,I-TIM
701,WIB,I-TIM
702,PUPR,B-NOR
702,Segera,O
702,Keluarkan,O
702,Rekomendasi,O
702,Pembangunan,O
702,Gedung,O
702,Baru,O
702,DPR,B-NOR
703,Gibran,B-PER
703,Maulana,I-PER
703,Ibrahim,I-PER
703,-,O
703,detikNews,B-ORG
704,PUPR,B-NOR
704,Segera,O
704,Keluarkan,O
704,Rekomendasi,O
704,Pembangunan,O
704,Gedung,O
704,Baru,O
704,DPR,B-NOR
705,Menteri,B-NOR
705,PUPR,I-NOR
705,Basuki,B-PER
705,Hadimuljono,I-PER
705,(,O
705,Foto,O
705,:,O
705,Gibran,B-PER
705,/,O
705,detikcom,B-ORG
705,),O
706,Jakarta,B-GPE
706,-,O
706,Kementerian,B-NOR
706,Pekerjaan,I-NOR
706,Umum,I-NOR
706,dan,I-NOR
706,Perumahan,I-NOR
706,Rakyat,I-NOR
706,(,O
706,PUPR,B-NOR
706,),O
706,segera,O
706,mengeluarkan,O
706,rekomendasi,O
706,terkait,O
706,pembangunan,O
706,gedung,O
706,baru,O
706,DPR,B-NOR
706,.,O
707,Rekomendasi,O
707,KemenPUPR,B-NOR
707,berdasarkan,O
707,hasil,O
707,analisis,O
707,tim,O
707,dan,O
707,pakar,O
707,.,O
708,(,O
708,Rekomendasi,O
708,gedung,O
708,baru,O
708,),O
708,Belum,O
708,",",O
708,belum,O
708,selesai,O
708,",",O
708,lagi,O
708,dianalisa,O
708,oleh,O
708,tim,B-ORG
708,PU,I-ORG
708,dan,O
708,tim,B-ORG
708,pakar,I-ORG
708,.,O
709,Mudah,O
709,-,O
709,mudahan,O
709,1,B-CRD
709,-,I-CRD
709,2,I-CRD
709,hari,I-CRD
709,ini,O
709,",",O
709,minggu,O
709,-,O
709,minggu,O
709,ini,O
709,mudah,O
709,-,O
709,mudahan,O
709,bisa,O
709,dilaporkan,O
709,ke,O
709,saya,O
709,",",O
709,"""",O
709,ujar,O
709,Menteri,B-NOR
709,PUPR,I-NOR
709,Basuki,B-PER
709,Hadimuljono,I-PER
709,di,O
709,kompleks,B-LOC
709,parlemen,I-LOC
709,",",O
709,Senayan,B-LOC
709,",",O
709,Jakarta,B-GPE
709,",",O
709,Rabu,B-DAT
709,(,I-DAT
709,22,I-DAT
709,/,I-DAT
709,11,I-DAT
709,/,I-DAT
709,2017,I-DAT
709,),I-DAT
709,.,O
710,Basuki,B-PER
710,menjelaskan,O
710,apa,O
710,yang,O
710,dianalisis,O
710,tim,B-ORG
710,PU,I-ORG
710,bersama,I-ORG
710,pakar,I-ORG
710,terkait,O
710,pembangunan,O
710,gedung,O
710,baru,O
710,DPR,B-NOR
710,.,O
711,Ada,O
711,3,B-CRD
711,aspek,I-CRD
711,yang,O
711,jadi,O
711,kajian,O
711,.,O
712,Adapun,O
712,objek,O
712,yang,O
712,dianalisis,O
712,ialah,O
712,gedung,O
712,Nusantara,O
712,I,O
712,DPR,B-NOR
712,yang,O
712,dianggap,O
712,sudah,O
712,tak,O
712,layak,O
712,huni,O
712,.,O
713,"""",O
713,Satu,O
713,untuk,O
713,keamanan,O
713,bangunan,O
713,",",O
713,keselamatan,O
713,bangunan,O
713,",",O
713,dan,O
713,kenyamanan,O
713,pengguna,O
713,bangunan,O
713,",",O
713,"""",O
713,ujar,O
713,Basuki,B-PER
713,.,O
714,Keamanan,O
714,",",O
714,kata,O
714,Basuki,B-PER
714,",",O
714,meliputi,O
714,struktur,O
714,bangunan,O
714,gedung,O
714,Nusantara,O
714,I,O
714,.,O
715,Basuki,B-PER
715,mengatakan,O
715,tim,B-ORG
715,PU,I-ORG
715,bersama,O
715,pakar,O
715,menganalisis,O
715,sampai,O
715,detail,O
715,terkecil,O
715,gedung,O
715,.,O
716,"""",O
716,Misalnya,O
716,ruangan,O
716,kerja,O
716,",",O
716,apa...,O
716,kamar,O
716,kecilnya,O
716,",",O
716,satu,B-CRD
716,kamar,I-CRD
716,kecil,I-CRD
716,ini,O
716,untuk,O
716,berapa,O
716,orang,O
716,.,O
717,Satu,B-CRD
717,anggota,I-CRD
717,DPR,B-NOR
717,berapa,O
717,stafnya,O
717,",",O
717,berapa,O
717,luas,O
717,ruangannya,O
717,.,O
718,Ini,O
718,nanti,O
718,ketiga,O
718,-,O
718,tiganya,O
718,akan,O
718,dilaporkan,O
718,dari,O
718,hasil,O
718,analisis,O
718,kami,O
718,",",O
718,"""",O
718,tutur,O
718,Basuki,B-PER
718,.,O
719,Basuki,B-PER
719,menyebut,O
719,ada,O
719,beberapa,O
719,opsi,O
719,terkait,O
719,rekomendasi,O
719,pembangunan,O
719,gedung,O
719,baru,O
719,yang,O
719,akan,O
719,dikeluarkan,O
719,Kementerian,B-NOR
719,PUPR,I-NOR
719,.,O
720,Bisa,O
720,jadi,O
720,",",O
720,kata,O
720,Basuki,B-PER
720,",",O
720,gedung,B-FAC
720,Nusantara,I-FAC
720,I,I-FAC
720,yang,O
720,lama,O
720,hanya,O
720,direhabilitasi,O
720,.,O
721,"""",O
721,Untuk,O
721,kenyamanan,O
721,",",O
721,sekarang,O
721,satu,B-CRD
721,anggota,I-CRD
721,misalnya,O
721,10,B-QTY
721,M,I-QTY
721,persegi,I-QTY
721,",",O
721,padahal,O
721,butuhnya,O
721,20,B-QTY
721,M,I-QTY
721,persegi,I-QTY
721,.,O
722,Sisanya,O
722,mungkin,O
722,bangun,O
722,baru,O
722,untuk,O
722,kenyamanan,O
722,",",O
722,tergantung,O
722,nanti,O
722,",",O
722,"""",O
722,imbuh,O
722,Basuki,B-PER
722,.,O
723,"""",O
723,Jika,O
723,analisis,O
723,sudah,O
723,selesai,O
723,",",O
723,Basuki,B-PER
723,akan,O
723,menyerahkannya,O
723,ke,O
723,pihak,O
723,terkait,O
723,.,O
724,Yang,O
724,minta,O
724,sekjen,B-NOR
724,DPR,I-NOR
724,",",O
724,BURT,B-NOR
724,.,O
725,KPK,B-NOR
725,Panggil,O
725,Empat,B-CRD
725,Saksi,O
725,untuk,O
725,Kasus,B-EVT
725,Suap,I-EVT
725,Bupati,I-EVT
725,Mojokerto,B-GPE
726,Selasa,B-DAT
726,",",O
726,08,I-DAT
726,May,I-DAT
726,2018,I-DAT
726,12:45,B-TIM
726,|,O
726,editor,O
726,:,O
726,Estu,B-PER
726,Suryowati,I-PER
727,JawaPos.com,B-ORG
727,-,O
727,Komisi,B-NOR
727,Pemberantasan,I-NOR
727,Korupsi,I-NOR
727,(,O
727,KPK,B-NOR
727,),O
727,mengagendakan,O
727,pemeriksaan,O
727,terhadap,O
727,Presiden,O
727,Direktur,O
727,PT,B-ORG
727,Tower,I-ORG
727,Bersama,I-ORG
727,Infrastructure,I-ORG
727,Tbk,I-ORG
727,(,O
727,TBIG,B-ORG
727,),O
727,Herman,B-PER
727,Setia,I-PER
727,Budi,I-PER
727,.,O
728,Dia,O
728,akan,O
728,diperiksa,O
728,sebagai,O
728,saksi,O
728,untuk,O
728,tersangka,O
728,Bupati,B-NOR
728,Kabupaten,B-GPE
728,Mojokerto,I-GPE
728,Mustofa,B-PER
728,Kamal,I-PER
728,Pasa,I-PER
728,(,O
728,MKP,B-PER
728,),O
728,dalam,O
728,kasus,B-EVT
728,dugaan,I-EVT
728,penerimaan,I-EVT
728,gratifikasi,I-EVT
728,dan,I-EVT
728,suap,I-EVT
728,terkait,O
728,proyek,O
728,-,O
728,proyek,O
728,yang,O
728,ada,O
728,di,O
728,lingkungan,O
728,Pemerintah,B-GPE
728,Kabupaten,I-GPE
728,(,O
728,Pemkab,B-GPE
728,),O
728,Mojokerto,B-GPE
728,.,O
729,"""",O
729,Yang,O
729,bersangkutan,O
729,akan,O
729,diperiksa,O
729,sebagai,O
729,saksi,O
729,untuk,O
729,tersangka,O
729,MKP,B-PER
729,",",O
729,"""",O
729,ungkap,O
729,juru,O
729,bicara,O
729,KPK,B-NOR
729,Febri,B-PER
729,Diansyah,I-PER
729,pada,O
729,awak,O
729,media,O
729,",",O
729,Selasa,B-DAT
729,(,O
729,8,I-DAT
729,/,O
729,5,I-DAT
729,),O
729,.,O
730,Selain,O
730,Herman,B-PER
730,Setia,I-PER
730,Budi,I-PER
730,",",O
730,KPK,B-NOR
730,juga,O
730,memanggil,O
730,tiga,B-CRD
730,orang,O
730,lain,O
730,di,O
730,antaranya,O
730,karyawan,O
730,PT,B-ORG
730,Protelindo,I-ORG
730,Indra,B-PER
730,Mardhani,I-PER
730,",",O
730,bagian,O
730,keuangan,O
730,PT,B-ORG
730,Protelindo,I-ORG
730,Rinaldy,B-PER
730,Santosa,I-PER
730,",",O
730,dan,O
730,pihak,O
730,swasta,O
730,Nabile,B-PER
730,Titawono,I-PER
730,.,O
731,Mereka,O
731,juga,O
731,akan,O
731,diperiksa,O
731,sebagai,O
731,saksi,O
731,untuk,O
731,tersangka,O
731,MKP,B-PER
731,.,O
732,Sebelumnya,O
732,",",O
732,KPK,B-NOR
732,resmi,O
732,menetapkan,O
732,Bupati,B-NOR
732,Kabupaten,B-GPE
732,Mojokerto,I-GPE
732,MKP,B-PER
732,sebagai,O
732,tersangka,O
732,dalam,O
732,perkara,O
732,dugaan,O
732,penerimaan,O
732,gratifikasi,O
732,senilai,O
732,Rp,B-MON
732,3,I-MON
732,",",I-MON
732,7,I-MON
732,miliar,I-MON
732,dan,O
732,suap,B-EVT
732,izin,I-EVT
732,mendirikan,I-EVT
732,menara,I-EVT
732,telekomunikasi,I-EVT
732,senilai,O
732,Rp,B-MON
732,2,I-MON
732,",",I-MON
732,7,I-MON
732,miliar,I-MON
732,.,O
733,"""",O
733,Dugaan,O
733,penerimaan,O
733,hadiah,O
733,atau,O
733,janji,O
733,terkait,O
733,pembangunan,O
733,menara,O
733,telekomunikasi,O
733,di,O
733,Kabupaten,B-GPE
733,Mojokerto,I-GPE
733,Tahun,B-DAT
733,2015,I-DAT
733,",",O
733,sekitar,B-MON
733,Rp,I-MON
733,2,I-MON
733,",",I-MON
733,7,I-MON
733,miliar,I-MON
733,",",O
733,"""",O
733,ujar,O
733,Wakil,B-NOR
733,Ketua,I-NOR
733,KPK,I-NOR
733,Laode,B-PER
733,M,I-PER
733,Syarif,I-PER
733,",",O
733,di,O
733,kantornya,O
733,",",O
733,Senin,B-DAT
733,(,O
733,30,I-DAT
733,/,O
733,4,I-DAT
733,),O
733,.,O
734,"""",O
734,Dugaan,O
734,penerimaan,O
734,gratifikasi,O
734,proyek,O
734,pembangunan,O
734,jalan,O
734,di,O
734,Tahun,O
734,2015,B-DAT
734,dan,O
734,proyek,O
734,lainnya,O
734,.,O
735,Setidak,O
735,-,O
735,tidaknya,O
735,senilai,O
735,Rp,B-MON
735,3,I-MON
735,",",I-MON
735,7,I-MON
735,miliar,I-MON
735,",",O
735,"""",O
735,tukasnya,O
735,.,O
736,Pada,O
736,kasus,O
736,pertama,B-ORD
736,perihal,O
736,suap,O
736,",",O
736,MKP,B-PER
736,disangkakan,O
736,melanggar,O
736,Pasal,B-LAW
736,12,I-LAW
736,huruf,I-LAW
736,a,I-LAW
736,atau,O
736,Pasal,B-LAW
736,12,I-LAW
736,huruf,I-LAW
736,b,I-LAW
736,atau,O
736,Pasal,B-LAW
736,11,I-LAW
736,Undang,I-LAW
736,-,O
736,undang,I-LAW
736,Nomor,I-LAW
736,31,I-LAW
736,Tahun,I-LAW
736,1999,I-LAW
736,tentang,I-LAW
736,Pemberantasan,I-LAW
736,Tindak,I-LAW
736,Pidana,I-LAW
736,Korupsi,I-LAW
736,sebagaimana,O
736,telah,O
736,diubah,O
736,dengan,O
736,Undang,B-LAW
736,-,O
736,Undang,I-LAW
736,Nomor,I-LAW
736,20,I-LAW
736,Tahun,I-LAW
736,2001,I-LAW
736,juncto,I-LAW
736,Pasal,I-LAW
736,Ayat,I-LAW
736,(,O
736,1,I-LAW
736,),O
736,ke,O
736,-,O
736,1,I-LAW
736,KUHP,I-LAW
736,.,O
737,Sementara,O
737,itu,O
737,pada,O
737,kasus,O
737,kedua,B-ORD
737,",",O
737,MKP,B-PER
737,disangkakan,O
737,melanggar,O
737,Pasal,B-LAW
737,12,I-LAW
737,b,I-LAW
737,Undang,I-LAW
737,-,O
737,undang,I-LAW
737,Nomor,I-LAW
737,31,I-LAW
737,Tahun,I-LAW
737,1999,I-LAW
737,tentang,I-LAW
737,Pemberantasan,I-LAW
737,Tindak,I-LAW
737,Pidana,I-LAW
737,Korupsi,I-LAW
737,sebagaimana,O
737,telah,O
737,diubah,O
737,dengan,O
737,Undang,B-LAW
737,-,O
737,undang,I-LAW
737,Nomor,I-LAW
737,20,I-LAW
737,Tahun,I-LAW
737,2001,I-LAW
737,juncto,I-LAW
737,Pasal,I-LAW
737,55,I-LAW
737,Ayat,I-LAW
737,(,O
737,1,I-LAW
737,),O
737,ke,O
737,-,O
737,1,I-LAW
737,KUHP,I-LAW
737,.,O
738,Kerusuhan,B-EVT
738,di,O
738,Mako,B-NOR
738,Brimob,I-NOR
738,Kelapa,B-LOC
738,Dua,I-LOC
738,Malam,O
738,Ini,O
738,Bukan,O
738,yang,O
738,Pertama,B-ORD
739,Rabu,B-DAT
739,",",O
739,09,I-DAT
739,May,I-DAT
739,2018,I-DAT
739,01:17,B-TIM
740,JawaPos.com,B-ORG
740,-,O
740,Situasi,O
740,di,O
740,Markas,B-LOC
740,Komando,I-LOC
740,Brimob,I-LOC
740,",",O
740,Kelapa,B-LOC
740,Dua,I-LOC
740,",",O
740,Depok,B-GPE
740,",",O
740,Jawa,B-GPE
740,Barat,I-GPE
740,tengah,O
740,mencekam,O
740,",",O
740,Rabu,B-DAT
740,(,O
740,9,I-DAT
740,/,O
740,5,I-DAT
740,),O
740,dini,O
740,hari,O
740,.,O
741,Dikabarkan,O
741,ada,O
741,baku,B-EVT
741,tembak,I-EVT
741,antara,O
741,narapidana,O
741,terorisme,O
741,dengan,O
741,anggota,O
741,Datasemen,B-NOR
741,Khusus,I-NOR
741,88,I-NOR
741,Antiteror,I-NOR
741,Mabes,I-NOR
741,Polri,I-NOR
741,.,O
742,Kabarnya,O
742,",",O
742,empat,B-CRD
742,anggota,O
742,Densus,B-NOR
742,88,I-NOR
742,beserta,O
742,sejumlah,O
742,senjata,B-PRD
742,api,I-PRD
742,disandera,O
742,oleh,O
742,para,O
742,tahanan,O
742,teroris,O
742,tersebut,O
742,.,O
743,Ternyata,O
743,kejadian,O
743,rusuh,B-EVT
743,di,O
743,Mako,B-LOC
743,Brimob,I-LOC
743,ini,O
743,bukan,O
743,kali,O
743,pertama,B-ORD
743,.,O
744,Sebelumnya,O
744,keributan,O
744,serupa,O
744,pernah,O
744,di,O
744,rumah,B-FAC
744,tahanan,I-FAC
744,teroris,O
744,itu,O
744,pada,O
744,11,B-DAT
744,November,I-DAT
744,2017,I-DAT
744,silam,O
744,.,O
745,Kala,O
745,itu,O
745,",",O
745,keributan,O
745,bermula,O
745,saat,O
745,petugas,O
745,Densus,B-NOR
745,88,I-NOR
745,melakukan,O
745,sweeping,B-EVT
745,di,O
745,sel,O
745,-,O
745,sel,O
745,narapidana,O
745,dan,O
745,menyita,O
745,sejumlah,O
745,ponsel,O
745,.,O
746,Dari,O
746,keterangan,O
746,Karo,B-NOR
746,Penmas,I-NOR
746,Divisi,I-NOR
746,Humas,I-NOR
746,Polri,I-NOR
746,kala,O
746,itu,O
746,",",O
746,Brigjen,B-NOR
746,Rikwanto,B-PER
746,",",O
746,penyitaan,O
746,ponsel,O
746,tersebut,O
746,membuat,O
746,salah,O
746,satu,B-CRD
746,napi,O
746,tidak,O
746,terima,O
746,dan,O
746,memancing,B-EVT
746,keributan,I-EVT
746,.,O
747,Mereka,O
747,memancing,B-EVT
747,petugas,O
747,dengan,O
747,mengeluarkan,O
747,ucapan,O
747,yang,O
747,provokatif,O
747,.,O
748,Java,B-EVT
748,Expo,I-EVT
748,Angkat,O
748,Produk,O
748,Unggulan,O
748,Daerah,O
749,Kamis,B-DAT
749,",",I-DAT
749,10,I-DAT
749,May,I-DAT
749,2018,I-DAT
749,15,B-TIM
749,:,I-TIM
749,25,I-TIM
750,SOLO,B-GPE
750,ñ,O
750,Gelaran,B-EVT
750,Java,I-EVT
750,Expo,I-EVT
750,13,B-CRD
750,kali,O
750,digelar,O
750,di,O
750,Solo,B-LOC
750,Paragon,I-LOC
750,Lifestyle,I-LOC
750,Mall,I-LOC
750,",",O
750,8,B-DAT
750,-,I-DAT
750,12,I-DAT
750,Mei,I-DAT
750,.,O
751,Tidak,O
751,hanya,O
751,mengangkat,O
751,trade,B-PRD
751,and,I-PRD
751,tourism,I-PRD
751,investment,I-PRD
751,saja,O
751,.,O
752,Java,B-EVT
752,Expo,I-EVT
752,kali,O
752,ini,O
752,juga,O
752,mengusung,O
752,produk,O
752,unggulan,O
752,daerah,O
752,",",O
752,khususnya,O
752,dari,O
752,Kota,O
752,Solo,B-GPE
752,.,O
753,Melibatkan,O
753,60,B-CRD
753,usaha,B-ORG
753,kecil,I-ORG
753,menengah,I-ORG
753,(,O
753,UKM,B-ORG
753,),O
753,.,O
754,Ketua,O
754,Panitia,O
754,Java,B-EVT
754,Expo,I-EVT
754,13,I-EVT
754,",",O
754,Daryono,B-PER
754,menjelaskan,O
754,",",O
754,ajang,O
754,ini,O
754,sebagai,O
754,salah,O
754,satu,B-CRD
754,wadah,O
754,promosi,O
754,.,O
755,Melibatkan,O
755,60,B-CRD
755,UKM,B-ORG
755,yang,O
755,menempati,O
755,sekitar,B-CRD
755,40,I-CRD
755,booth,O
755,.,O
756,"""",O
756,Dengan,O
756,kegiatan,O
756,ini,O
756,diharapkan,O
756,bisa,O
756,mempertegas,O
756,Solo,B-GPE
756,sebagai,O
756,kota,O
756,MICE,B-PRD
756,(,O
756,Meeting,B-PRD
756,",",O
756,Incentive,I-PRD
756,",",O
756,Convention,O
756,",",O
756,and,O
756,Exhibition,I-PRD
756,),O
756,.,O
757,Dengan,O
757,kegiatan,O
757,ini,O
757,sekaligus,O
757,membina,O
757,jaringan,O
757,bagi,O
757,peserta,O
757,yang,O
757,ada,O
757,",",O
757,î,O
757,ucapnya,O
757,kepada,O
757,Jawa,B-ORG
757,Pos,I-ORG
757,Radar,I-ORG
757,Solo,I-ORG
757,",",O
757,Rabu,B-DAT
757,(,O
757,9,I-DAT
757,/,I-DAT
757,5,I-DAT
757,),O
757,.,O
758,Pameran,B-EVT
758,diisi,O
758,dengan,O
758,cukup,O
758,banyak,O
758,sektor,O
758,UKM,B-ORG
758,.,O
759,Mulai,O
759,dari,O
759,furniture,B-PRD
759,",",O
759,souvernir,I-PRD
759,",",O
759,fashion,I-PRD
759,",",O
759,dan,O
759,lainnya,O
759,.,O
760,Sengaja,O
760,digelar,O
760,di,O
760,mal,B-LOC
760,untuk,O
760,memudahkan,O
760,pengunjung,O
760,mengenal,O
760,potensi,O
760,UKM,O
760,.,O
761,Sehingga,O
761,nantinya,O
761,UKM,O
761,bisa,O
761,melanjutkan,O
761,kerja,O
761,sama,O
761,di,O
761,luar,O
761,momen,O
761,Java,B-EVT
761,Expo,I-EVT
761,.,O
762,Sehingga,O
762,melengkapi,O
762,produk,O
762,-,O
762,produk,O
762,di,O
762,Indonesia,B-GPE
762,",",O
762,î,O
762,lanjut,O
762,Daryono,B-PER
762,.,O
763,Kepala,O
763,Dinas,B-NOR
763,Perdagangan,I-NOR
763,dan,I-NOR
763,Perindustrian,I-NOR
763,Jawa,B-GPE
763,Tengah,I-GPE
763,",",O
763,Arif,B-PER
763,Sambodo,I-PER
763,menambahkan,O
763,",",O
763,ada,O
763,sekitar,B-CRD
763,4,I-CRD
763,juta,I-CRD
763,UKM,O
763,di,O
763,Jateng,B-GPE
763,.,O
764,Perbankan,B-PRD
764,juga,O
764,dapat,O
764,membantu,O
764,memberikan,O
764,permodalan,O
764,dengan,O
764,bunga,O
764,rendah,O
764,",",O
764,î,O
764,beber,O
764,Arif,B-PER
764,.,O
765,Masuknya,O
765,e,B-PRD
765,-,I-PRD
765,commerce,I-PRD
765,juga,O
765,dapat,O
765,menolong,O
765,menciptakan,O
765,kepercayaan,O
765,pada,O
765,konsumen,O
765,melalui,O
765,pengenalan,O
765,mutu,O
765,produk,O
765,",",O
765,jenis,O
765,barang,O
765,",",O
765,hingga,O
765,waktu,O
765,.,O
766,KETUA,O
766,MPR,B-NOR
766,DORONG,O
766,ORANGTUA,O
766,UNTUK,O
766,PENTINGKAN,O
766,PENDIDIKAN,O
766,ANAK,O
767,Selasa,B-DAT
767,",",I-DAT
767,21,I-DAT
767,November,I-DAT
767,2017,I-DAT
767,|,O
767,11,B-TIM
767,:,I-TIM
767,30,I-TIM
767,WIB,I-TIM
768,Ketua,O
768,MPR,B-NOR
768,RI,B-GPE
768,",",O
768,Zulkifli,B-PER
768,Hasan,I-PER
768,menegaskan,O
768,bahwa,O
768,masalah,O
768,kesenjangan,O
768,menjadi,O
768,hal,O
768,yang,O
768,krusial,O
768,di,O
768,Indonesia,B-NOR
768,.,O
769,"""",O
769,Masyarakat,O
769,Indonesia,B-NOR
769,banyak,O
769,yang,O
769,menganggur,O
769,.,O
770,Itulah,O
770,problem,O
770,kita,O
770,",",O
770,"""",O
770,kata,O
770,Zulkifli,B-PER
770,ketika,O
770,memberikan,O
770,MPR,B-NOR
770,RI,B-GPE
770,di,O
770,Ulu,B-LOC
770,Belu,I-LOC
770,",",O
770,Lampung,B-GPE
770,(,O
770,20,B-DAT
770,/,I-DAT
770,11,I-DAT
770,/,I-DAT
770,17,I-DAT
770,),O
770,.,O
771,Zulkifli,B-PER
771,menambahkan,O
771,bahwa,O
771,untuk,O
771,keluar,O
771,dari,O
771,masalah,O
771,tersebut,O
771,",",O
771,Indonesia,B-NOR
771,membutuhkan,O
771,SDM,O
771,yang,O
771,berkualitas,O
771,dari,O
771,segi,O
771,pendidikan,O
771,.,O
772,Di,O
772,era,O
772,setelah,O
772,reformasi,O
772,",",O
772,menurut,O
772,Zul,B-PER
772,",",O
772,siapa,O
772,pun,O
772,bisa,O
772,menjadi,O
772,pejabat,O
772,",",O
772,menjadi,O
772,apa,O
772,pun,O
772,yang,O
772,diinginkan,O
772,asalkan,O
772,punya,O
772,keterampilan,O
772,.,O
773,Bukankah,O
773,Allah,B-REG
773,SWT,I-REG
773,tidak,O
773,mengubah,O
773,nasib,O
773,satu,O
773,kaum,O
773,kalau,O
773,kaum,O
773,itu,O
773,sendiri,O
773,tidak,O
773,mengubah,O
773,terlebih,O
773,dahulu,O
773,nasibnya,O
773,?,O
773,"""",O
773,kata,O
773,Zul,B-PER
773,.,O
774,Para,O
774,pendahulu,O
774,telah,O
774,menegaskan,O
774,bahwa,O
774,bangsa,O
774,Indonesia,B-NOR
774,ini,O
774,senasib,O
774,sepenanggungan,O
774,.,O
775,Jika,O
775,kita,O
775,sadar,O
775,akan,O
775,hal,O
775,tersebut,O
775,",",O
775,menurut,O
775,Zul,B-PER
775,",",O
775,maka,O
775,ilmu,O
775,yang,O
775,dimiliki,O
775,bukan,O
775,hanya,O
775,berguna,O
775,untuk,O
775,diri,O
775,sendiri,O
775,tetapi,O
775,juga,O
775,masyarakat,O
775,di,O
775,sekitarnya,O
775,.,O
776,Itulah,O
776,ciri,O
776,khas,O
776,Indonesia,B-NOR
776,.,O
777,Nenek,O
777,moyang,O
777,kita,O
777,sudah,O
777,mewariskan,O
777,hal,O
777,tersebut,O
777,",",O
777,"""",O
777,tutur,O
777,Zulkifli,B-PER
777,.,O
778,ÔªøAnies,B-PER
778,:,O
778,Semua,O
778,yang,O
778,Bantu,O
778,Akan,O
778,Masuk,O
778,TGUPP,B-ORG
778,",",O
778,Diangkat,O
778,",",O
778,dan,O
778,Berseragam,O
779,NURSITA,B-PER
779,SARI,I-PER
780,Kompas,B-ORG
780,.,I-ORG
780,com,I-ORG
780,-,O
780,22,B-DAT
780,/,I-DAT
780,11,I-DAT
780,/,I-DAT
780,2017,I-DAT
780,",",O
780,10,B-TIM
780,:,I-TIM
780,20,I-TIM
780,WIB,I-TIM
781,Gubernur,B-NOR
781,DKI,I-NOR
781,Jakarta,I-NOR
781,Anies,B-PER
781,Baswedan,I-PER
781,di,O
781,Balai,B-FAC
781,Kota,I-FAC
781,DKI,B-GPE
781,Jakarta,I-GPE
781,",",O
781,Jalan,B-LOC
781,Medan,I-LOC
781,Merdeka,I-LOC
781,Selatan,I-LOC
781,",",O
781,Rabu,B-DAT
781,(,I-DAT
781,22,I-DAT
781,/,I-DAT
781,11,I-DAT
781,/,I-DAT
781,2017,I-DAT
781,),I-DAT
781,.,O
782,(,O
782,KOMPAS,B-ORG
782,.,I-ORG
782,com,I-ORG
782,/,O
782,NURSITA,B-PER
782,SARI,I-PER
782,),O
783,JAKARTA,B-GPE
783,",",O
783,KOMPAS,B-ORG
783,.,I-ORG
783,com,I-ORG
783,‚Äî,O
783,Gubernur,B-NOR
783,DKI,I-NOR
783,Jakarta,I-NOR
783,Anies,B-PER
783,Baswedan,I-PER
783,akan,O
783,memasukkan,O
783,stafnya,O
783,ke,O
783,dalam,O
783,Tim,B-ORG
783,Gubernur,I-ORG
783,untuk,I-ORG
783,Percepatan,I-ORG
783,Pembangunan,I-ORG
783,.,O
784,"""",O
784,Semuanya,O
784,akan,O
784,dimasukkan,O
784,TGUPP,B-ORG
784,(,O
784,Tim,B-ORG
784,Gubernur,I-ORG
784,untuk,I-ORG
784,Percepatan,I-ORG
784,Pembangunan,I-ORG
784,),O
784,sehingga,O
784,tidak,O
784,ada,O
784,lagi,O
784,orang,O
784,-,O
784,orang,O
784,yang,O
784,bekerja,O
784,sebagai,O
784,partikelir,O
784,",",O
784,"""",O
784,ujar,O
784,Anies,B-PER
784,di,O
784,Balai,B-FAC
784,Kota,I-FAC
784,DKI,B-GPE
784,Jakarta,I-GPE
784,",",O
784,Jalan,B-LOC
784,Medan,I-LOC
784,Merdeka,I-LOC
784,Selatan,I-LOC
784,",",O
784,Rabu,B-DAT
784,(,I-DAT
784,22,I-DAT
784,/,I-DAT
784,11,I-DAT
784,/,I-DAT
784,2017,I-DAT
784,),I-DAT
784,.,O
785,"""",O
785,Anies,B-PER
785,mengatakan,O
785,",",O
785,semua,O
785,orang,O
785,yang,O
785,akan,O
785,bekerja,O
785,dengan,O
785,gubernur,O
785,harus,O
785,memiliki,O
785,surat,B-LAW
785,keputusan,I-LAW
785,(,O
785,SK,B-LAW
785,),O
785,pengangkatan,O
785,.,O
786,Dengan,O
786,begitu,O
786,",",O
786,Anies,B-PER
786,menyebut,O
786,orang,O
786,yang,O
786,bekerja,O
786,membantunya,O
786,bisa,O
786,mempertanggungjawabkan,O
786,pekerjaan,O
